"artist","genre"
"Savannah Brown","Hip-Hop"
"Mario Adams","Jazz"
"Chase Martin","Electronic"
"Christine Harmon","Pop"
"Alyssa Medina","Hip-Hop"
"Jacqueline Garza","Pop"
"Paul Franco","Classical"
"Daniel Werner","Electronic"
"David Hoffman","Electronic"
"Benjamin David","Pop"
"Jessica Richmond","Hip-Hop"
"Sydney Garcia","Hip-Hop"
"Natalie Gonzalez","Hip-Hop"
"Sean Hunt","Electronic"
"Sonya Palmer","Hip-Hop"
"David Bishop","Pop"
"Leah Smith","Hip-Hop"
"Edward Chase","Pop"
"Nicholas Roach","Classical"
"Joseph Valencia","Classical"
"Melissa Ortega","R&B"
"Alexander Ward","Pop"
"Kimberly Scott","Pop"
"Holly Peters","Hip-Hop"
"Danielle Perry","Folk"
"Rose Cortez","Hip-Hop"
"Heather Stanley","Jazz"
"Mark Stephens","Classical"
"Crystal Fisher","Hip-Hop"
"George Garcia","Pop"
"Carl Munoz","Pop"
"Eric Johnson","Pop"
"Leon Lawrence","Electronic"
"Donna Walsh","Electronic"
"Jennifer Ellis","Electronic"
"Patricia Huber","Pop"
"Christine Nguyen","Electronic"
"Michelle Cole","Hip-Hop"
"Steven Jordan","Hip-Hop"
"Lori Black","Jazz"
"Krista Snyder","Electronic"
"Julie Cunningham","Pop"
"Joe Gross","Electronic"
"Jerry Trujillo","Jazz"
"Carla Foster","Pop"
"Joe Rodriguez PhD","Hip-Hop"
"Tara Kim","Pop"
"Kevin Smith","Hip-Hop"
"Daniel Garcia","Pop"
"Mackenzie Nguyen","Pop"
"Mallory Trujillo","Electronic"
"Jesse Thompson","Hip-Hop"
"Ms. Amy Ward MD","R&B"
"Robert Crawford","Reggae"
"Tracie Arnold","Pop"
"Chelsea Bennett","Electronic"
"Theresa Cordova","Jazz"
"Kelsey Olson","Country"
"Miss Catherine Kline","Country"
"Amanda Garcia PhD","Electronic"
"Heather Moore","Pop"
"Kent Espinoza","Electronic"
"Dylan Holder","Electronic"
"Richard Wright","Hip-Hop"
"Amber Strickland","Hip-Hop"
"Dr. Mary Farley","Folk"
"Deborah Calhoun","Country"
"Mary Smith","Hip-Hop"
"Jeremy Randolph","Electronic"
"Brittney Morris","Pop"
"Kimberly Bowman","Electronic"
"Carly Sims PhD","Classical"
"Lisa Murphy","Pop"
"Robin Owens","Hip-Hop"
"Shawn Lopez","Electronic"
"Brandon Wilson","Pop"
"Adam Salazar","Jazz"
"David Smith","Hip-Hop"
"Benjamin Black","Classical"
"Joseph Morgan","Pop"
"Ronald Scott","Electronic"
"Cameron Wong","Country"
"Alexander Gomez","Pop"
"Jessica Wagner","Pop"
"Linda Fields","Hip-Hop"
"Phillip Hudson","Folk"
"David Estrada","Pop"
"Samantha Kennedy","Pop"
"Lisa Short","Pop"
"Amanda Green DVM","Pop"
"Kimberly Silva","Jazz"
"Steven Klein","Electronic"
"Kristina Weaver","Hip-Hop"
"Kimberly Wells","Electronic"
"Michael Doyle","Electronic"
"Sarah Mullen","Pop"
"Mercedes Robinson","Classical"
"Thomas Matthews","Hip-Hop"
"Christopher Scott","Electronic"
"Amanda Franklin","Pop"
"Linda Stokes","Pop"
"Marcia Holt","Hip-Hop"
"Kevin Mccoy","Classical"
"Crystal Jones","Country"
"Laurie Orozco","Electronic"
"Amber Jackson","Pop"
"Jennifer Bryan","Hip-Hop"
"Danielle Wright","Classical"
"Cindy Murillo","Electronic"
"Seth Mcdaniel","Hip-Hop"
"Matthew Quinn","Folk"
"Erik Tapia","Pop"
"Connie Stuart","Pop"
"Robert Anderson","Hip-Hop"
"Ashley Waller","Pop"
"Ronald Austin","Pop"
"Mike Williams","Hip-Hop"
"Brittany Martin","Pop"
"Tracy Webster","Folk"
"Paul Dillon Jr.","Hip-Hop"
"Richard Miranda","Electronic"
"Erik Lucas DDS","Country"
"William Phillips","Pop"
"Richard Campbell","Electronic"
"Hannah Ramirez","Pop"
"Erika Kelly","Electronic"
"Ashley Wilson","Hip-Hop"
"Diana Burns","Hip-Hop"
"Luke Robinson","Electronic"
"James Austin","Jazz"
"Rebecca Patel","Pop"
"Sandra Watson","Folk"
"Glenn Lopez","Electronic"
"Kevin Mcguire","Hip-Hop"
"Michael Johnson","Electronic"
"Ashley Johnson","Pop"
"Patricia Wells","Electronic"
"Margaret Trevino","Electronic"
"Russell Hammond","Hip-Hop"
"Joel Curtis","Hip-Hop"
"Daniel Wang","Pop"
"Jay Green","Jazz"
"Mercedes Harris","Electronic"
"Stephanie Crawford","Electronic"
"Robert Edwards","Electronic"
"Kristen Daniels","Hip-Hop"
"Thomas Miller","Pop"
"Mark Carter","Electronic"
"David Guzman","Folk"
"Joshua Moore","Hip-Hop"
"Kristine Mitchell","R&B"
"William Nunez","Pop"
"Todd Vang","Folk"
"Meghan Nelson","Hip-Hop"
"Jeremiah Tucker","Electronic"
"Christopher Esparza","Hip-Hop"
"Gregory Thomas","R&B"
"Ronald Jones","R&B"
"Michael Hunter","Jazz"
"Nicholas Long","Electronic"
"Patricia Pierce DDS","Electronic"
"Amy Robinson","Hip-Hop"
"Joseph Luna","Hip-Hop"
"Charles Montoya","Electronic"
"Kristi Johnson","Country"
"Darren Ramirez","Electronic"
"Douglas Johnson","Country"
"Frederick Ward","Classical"
"Derrick Hamilton","Electronic"
"Carolyn Smith","Electronic"
"Kevin Hill","Electronic"
"Francisco James","Electronic"
"Tim Thompson Jr.","Pop"
"Pamela Chen","Pop"
"Richard Shepard","Country"
"Jacqueline Daugherty","Pop"
"Debbie Mann","Jazz"
"Julie Owens","Pop"
"John West","Hip-Hop"
"Cheryl White","Electronic"
"Richard Lee","Country"
"Suzanne Martin","Hip-Hop"
"Michael Cunningham","Jazz"
"Brian Hernandez","R&B"
"Nicholas Roach","Electronic"
"Wendy Welch","Pop"
"James Carroll","Hip-Hop"
"Danielle Meyer","Hip-Hop"
"Stephanie Anderson","Jazz"
"Kenneth Thompson","Hip-Hop"
"Susan Pacheco","Country"
"William Johnson","Classical"
"Bruce Ortiz","Hip-Hop"
"Elizabeth Martinez","R&B"
"Sonya Stewart","Folk"
"Leah Cook","Folk"
"Jennifer Miller","R&B"
"Kevin Mckay","Reggae"
"Amanda Williams","Pop"
"Greg Rivera","Hip-Hop"
"Carla Ortiz","Pop"
"Joshua Johnson","Hip-Hop"
"Edward Johnson","Pop"
"Anthony Phillips","Pop"
"Lindsay Jones","Pop"
"Wendy Harris","Pop"
"Sharon Lee","Electronic"
"Amanda Barr","Hip-Hop"
"Jennifer Johnson","Hip-Hop"
"Joseph Jones","Classical"
"Sarah Scott","Country"
"Keith Ingram","Electronic"
"Jeffrey Reynolds","Hip-Hop"
"Ashley Daniels","Electronic"
"Jessica Wilson","Hip-Hop"
"Mary Foster","Pop"
"Caitlin Rice","Hip-Hop"
"William Simmons","Pop"
"Joseph Hall","Hip-Hop"
"Jason Wilson","Jazz"
"Peter Hernandez MD","Classical"
"Mr. Christopher Pearson","Folk"
"John Roberts Jr.","Pop"
"Kayla Kim","Hip-Hop"
"Jennifer Rivera","Electronic"
"Joanne Watson","Electronic"
"Rachel Cooke","Electronic"
"Summer Stanley","Pop"
"Elizabeth Benson","Electronic"
"Emma Howell","Electronic"
"Jacob Morales","Country"
"Donald Ortiz","R&B"
"Christopher Flynn","Jazz"
"Olivia Frey","Electronic"
"Joan Black","Folk"
"Kevin Cohen","Electronic"
"Michael Greer","Pop"
"Michael Church","Hip-Hop"
"Jeffery Shea","Electronic"
"Stephanie Terrell","Hip-Hop"
"Angela Hunter","Hip-Hop"
"Elizabeth Collins","Hip-Hop"
"Joseph Anderson","Jazz"
"John Curry","Hip-Hop"
"Ryan Hopkins","Electronic"
"Nicole Scott","Electronic"
"Alexander Caldwell","Hip-Hop"
"John Williams","Pop"
"Blake Winters MD","Folk"
"Taylor Perry","Pop"
"Anthony Peterson","Electronic"
"Danielle Williams","Electronic"
"Adam Lin","Hip-Hop"
"John Campos","Hip-Hop"
"James Ingram","Country"
"Robert Brown","Pop"
"Rachel Weaver","Electronic"
"Angela Martinez","Electronic"
"Danny Hamilton","Hip-Hop"
"Tiffany Smith","Pop"
"Veronica Hernandez","Hip-Hop"
"Chelsey Richardson","R&B"
"Jerry Hogan","Pop"
"Anthony Dunn","Electronic"
"Samantha Lucas","Hip-Hop"
"Greg Young","Pop"
"Michelle Nguyen","Folk"
"Beth Martin","Hip-Hop"
"Maria Strong","Pop"
"Kristi Mills","Electronic"
"Casey Scott","Hip-Hop"
"Annette Herrera","Folk"
"Zachary Diaz","Pop"
"Ryan Santos","Electronic"
"Heidi Caldwell","Hip-Hop"
"Andrew Tanner","Pop"
"Michelle Bird","Pop"
"Brooke Miller","Pop"
"Mr. William Savage","Classical"
"Caitlin Stanley","Hip-Hop"
"Tim Stafford","Reggae"
"Johnathan Snyder DDS","Folk"
"Mr. Christopher Fields","Pop"
"Meghan Ingram","Jazz"
"Alexander Jackson","Pop"
"William Palmer","Pop"
"James Barker","Pop"
"Theresa Holt","R&B"
"Luke Le","Hip-Hop"
"David Alexander","Folk"
"Tiffany Bell","Electronic"
"Robert Elliott","Hip-Hop"
"Diane Ashley","Pop"
"Caitlin Thomas","Pop"
"Adam Riley","Pop"
"Amanda Obrien","Pop"
"Jorge Parker","Reggae"
"Daniel Wilson","Hip-Hop"
"Alexandra Roberts","Pop"
"Dennis Sheppard","Hip-Hop"
"Jerry Abbott","Electronic"
"Jo Franklin","Jazz"
"Emily Clark","Pop"
"Karla Richardson","Electronic"
"Billy Mueller","Electronic"
"Cassandra Bass","Electronic"
"Deborah Boyle","Pop"
"Ashley Scott","Hip-Hop"
"Edward Rose","Pop"
"Brian Stevens","Electronic"
"Amy Rodriguez","Hip-Hop"
"Sean Reid","Pop"
"Jennifer Prince","Hip-Hop"
"Maria Faulkner","Hip-Hop"
"Frank King","Electronic"
"Phyllis Hines","R&B"
"Jocelyn Joseph","Pop"
"Molly Clark","Electronic"
"Scott Bray","Jazz"
"Wayne Mayer","R&B"
"Michelle Lambert","Hip-Hop"
"Dillon Torres","Electronic"
"Nicholas Ellis","Pop"
"Erin Powers","Hip-Hop"
"Stephanie Dixon","Electronic"
"Hannah Brock","Electronic"
"Michelle Cunningham","Reggae"
"Adam Bell","Electronic"
"Jessica Tucker","Pop"
"Jeffery Morgan","Pop"
"Bruce Kelly","Hip-Hop"
"Amanda Williams","Electronic"
"Joshua Grant","Hip-Hop"
"Carolyn Henson","Hip-Hop"
"Douglas Lee","Hip-Hop"
"Sharon Howard","Hip-Hop"
"Stephen Williams","Electronic"
"Robert Erickson","Country"
"Deborah Schmidt","Jazz"
"Joshua Smith","Folk"
"Nicole Gamble","Electronic"
"Maurice Mason DDS","Pop"
"David Carlson","Hip-Hop"
"Melissa Collier","Electronic"
"Kelly Johnson","Pop"
"Daniel Fisher","Hip-Hop"
"Ryan Smith","Hip-Hop"
"Philip Vega","Hip-Hop"
"Zachary Fields","Electronic"
"Karen Cook","Classical"
"Travis Guerrero","Hip-Hop"
"Corey Anderson","Hip-Hop"
"Emily Marquez PhD","Hip-Hop"
"Mckenzie Gomez DDS","Jazz"
"Justin Valdez","Pop"
"Joel Armstrong","Folk"
"Jennifer Martin","Hip-Hop"
"Cynthia Leach","Hip-Hop"
"Jeremy Thornton","Pop"
"Jordan Brown","Hip-Hop"
"Larry Jenkins","Hip-Hop"
"Ms. Kimberly Jenkins","Hip-Hop"
"Chelsea May","Hip-Hop"
"Frank Lee","Electronic"
"Devin Parker","Electronic"
"Michael Marshall","Pop"
"Kevin Thompson","Electronic"
"Rhonda Evans","Hip-Hop"
"Justin Wilson","Hip-Hop"
"James Black","Electronic"
"Kevin Long","Electronic"
"Brenda Johnson","Jazz"
"Andrew Prince","Pop"
"Alec Smith","Country"
"Cody Campos DDS","Electronic"
"Thomas Nixon","Pop"
"Cynthia Porter","Pop"
"Patrick Cervantes","Hip-Hop"
"Kayla Martin","Folk"
"Stephanie Barber","Electronic"
"Aaron Dillon","Hip-Hop"
"Elizabeth Taylor","Hip-Hop"
"Amanda Lewis","Electronic"
"Denise Everett","Pop"
"Toni Knight","Pop"
"Ronald Gonzalez","Electronic"
"Kayla Sullivan","Pop"
"John King","Hip-Hop"
"Terri Allen","Hip-Hop"
"Renee Russo","Pop"
"Amber Murray","Electronic"
"Elijah Wolf","Electronic"
"Pamela Green","Hip-Hop"
"Lawrence Byrd","Electronic"
"Nicole Shepard","Electronic"
"Julia Reeves","Pop"
"Ana Wilson","Pop"
"Robert Floyd","Country"
"Dawn Tran","Pop"
"Robert Martin","Country"
"Ellen Burke","Electronic"
"Kristen Powell","Hip-Hop"
"Amy Wagner","Electronic"
"Danielle Zavala","Pop"
"Shelly Branch","Country"
"Rebecca Pierce","Pop"
"Elizabeth Tapia","Hip-Hop"
"Diane Clayton","Jazz"
"Adam Hamilton","Reggae"
"Harry Carlson","Pop"
"Kimberly Davis","Folk"
"Daniel Carter","Folk"
"Jose Davis","Folk"
"Nathan Garcia","Hip-Hop"
"Shannon Mcpherson","Electronic"
"Emily Anderson","Electronic"
"Maria Frazier","Electronic"
"Meagan Bates","Electronic"
"Mary Moore","Electronic"
"Lori Williams","Electronic"
"Casey Lozano","Hip-Hop"
"Brenda Smith","Jazz"
"Kyle Wilkinson","Pop"
"Nancy Yates","Folk"
"Jennifer Pacheco","Pop"
"Jamie Munoz","Pop"
"Jamie Brown","Hip-Hop"
"Mandy Morgan","Pop"
"Sarah Lewis","Electronic"
"Marissa Hahn","R&B"
"Jeremy Jennings","Folk"
"Laura Miranda","Folk"
"John Johnson","Classical"
"Sharon Kelly","R&B"
"Jessica Adkins","Folk"
"Nicholas Palmer","Jazz"
"Kathy Kent","Pop"
"Regina Cox","Pop"
"Jay Payne","Pop"
"Jill Hernandez","Hip-Hop"
"Mark Garza","Pop"
"Linda Davis","Electronic"
"Ashley Walker","Folk"
"Joseph Martinez","Pop"
"David Day","Folk"
"Jessica Day","Pop"
"Dale Fischer","Classical"
"Mark Turner","Electronic"
"Lacey Gomez","Pop"
"Cristina Evans","Jazz"
"Sarah Levine","Country"
"Scott Gutierrez","Pop"
"Thomas Jones","Jazz"
"Ryan Hernandez","Country"
"Sheena Daniel","Pop"
"Zachary Wilson","Hip-Hop"
"Heather Calhoun","Electronic"
"Benjamin Haney","Electronic"
"Robin Ellison","Pop"
"Miguel Wong","Pop"
"Dustin White","Pop"
"Tony Davis","Pop"
"Mariah King","Country"
"Micheal Pratt","R&B"
"Phyllis Cruz","Electronic"
"Erika Morton","Hip-Hop"
"Donna Garcia","Pop"
"Angela Flynn","Reggae"
"Scott Fox","Pop"
"Thomas Weaver","Pop"
"Taylor Hooper","Pop"
"Melanie Cunningham","Pop"
"Joseph Davis","Pop"
"Mercedes Morris","Pop"
"Patrick Maxwell","Electronic"
"Bobby Shaw","Pop"
"Ernest Coleman","Electronic"
"Christine Barrera","Hip-Hop"
"Andrew Bailey","Pop"
"Nathan Doyle","Electronic"
"Tony Collins","Classical"
"Alex Scott","Country"
"Steve West","Pop"
"Christian Love","Pop"
"Timothy Harris","Classical"
"Tracy Ballard","Hip-Hop"
"Kevin Russell","Electronic"
"Tiffany Johnson","Hip-Hop"
"Lisa Arnold","Hip-Hop"
"Sean Andrews","Hip-Hop"
"Sandra Cohen","Electronic"
"Amanda Salazar","Jazz"
"Briana Padilla","Electronic"
"Frank Moore","Hip-Hop"
"William Herman","R&B"
"Austin Graham","Hip-Hop"
"Rodney Becker","Pop"
"Tracy Clark","Hip-Hop"
"Dr. George Lara","Electronic"
"Miss Amanda Schwartz","Hip-Hop"
"Barry Campos","Reggae"
"Vincent Nelson","Classical"
"Bailey Stewart","R&B"
"Kevin Moore","Classical"
"Heather Nguyen","Hip-Hop"
"Joseph Holland","Pop"
"Ashley Tucker","Pop"
"Emily Snyder","Folk"
"Daniel Waters","Hip-Hop"
"Kathy Smith","Folk"
"Ray Perez","Folk"
"Leah Baldwin","Electronic"
"Steven Carter","Country"
"Jennifer Bailey","Hip-Hop"
"Mary Robinson","Electronic"
"Christine Riley","Electronic"
"Mark Walton","Electronic"
"Anne Horn","Classical"
"Aimee Cameron","Electronic"
"Christina Friedman","Electronic"
"David Vazquez","Electronic"
"Richard Snow","Electronic"
"Robin Crosby","Electronic"
"Jacqueline Lewis","Hip-Hop"
"Amber Torres","Pop"
"Elizabeth Stein","Hip-Hop"
"Cameron Bolton","Pop"
"Christina Wright","Folk"
"Monique Smith","Hip-Hop"
"Jack Cruz","Folk"
"Paul Morris","Classical"
"Angela Cox","Hip-Hop"
"Regina Hall","Pop"
"Gina Evans","Hip-Hop"
"Brandy Hayes","Electronic"
"Cody Cook","Hip-Hop"
"Anna Gibson","Electronic"
"Patricia Holloway","Electronic"
"John Bennett","Electronic"
"Laura Gray","Classical"
"Michael Nielsen","Jazz"
"Jason Henderson","Pop"
"Christopher Hart","Hip-Hop"
"Cynthia Ramirez","Hip-Hop"
"Andrew Torres","Electronic"
"David Mclaughlin","Hip-Hop"
"Evelyn Smith","Electronic"
"Aimee Holt","Folk"
"David Mcneil","Hip-Hop"
"Donna Gutierrez","Electronic"
"Kenneth Hickman","Pop"
"Alexandra Mendoza","Jazz"
"Ashley King","Pop"
"Arthur Murillo","Hip-Hop"
"Frank Howard","Folk"
"Trevor Wilson","Hip-Hop"
"Victor Strong","Hip-Hop"
"Kara Porter","Classical"
"Alice Miller","Reggae"
"Misty Price","Pop"
"Timothy Mercer","Electronic"
"Holly Lambert","Hip-Hop"
"Brandy Frank","Pop"
"Kenneth Vega","Pop"
"Robert Villegas","Electronic"
"Angelica White","Pop"
"Jill Evans","Hip-Hop"
"Stephanie Armstrong","Hip-Hop"
"Christopher Weaver","Hip-Hop"
"Crystal Nelson","Hip-Hop"
"Leah Sparks","Electronic"
"Sonia White","Electronic"
"Dawn Crawford","Pop"
"Sarah Phillips","Hip-Hop"
"Tony Burton","Electronic"
"Brad Herring","Electronic"
"Sabrina Holt","Jazz"
"Cameron Frazier","Electronic"
"Anthony Potter","Pop"
"Thomas Pearson","Hip-Hop"
"Katie Johnson","Folk"
"Sydney Hart","Electronic"
"Christopher Guerrero","Electronic"
"David Odonnell","Electronic"
"Scott Young","Hip-Hop"
"Bradley Gray","Pop"
"Zachary Stewart","Electronic"
"Courtney Bishop","Pop"
"Gary Castaneda","Hip-Hop"
"Lance Bell","Hip-Hop"
"Annette Petty","Pop"
"Jamie Ball","Pop"
"Mr. Michael Gray DVM","Jazz"
"Jermaine Davis","Classical"
"Robert Parsons","Hip-Hop"
"Carol Olson","Pop"
"Regina Nelson","Hip-Hop"
"Brian Moore","Electronic"
"Jessica Ramirez","Pop"
"Sue Gray","Electronic"
"Robert Aguilar","Electronic"
"Christina Henry","Electronic"
"Derek Arnold","Electronic"
"Tonya Woodard","Hip-Hop"
"Wendy Murray","Electronic"
"Emily Black","Pop"
"Traci Carlson","Electronic"
"Adam Williamson","Pop"
"Wendy Kemp","Electronic"
"Joseph Andersen","Pop"
"Christine Mcdaniel","Pop"
"Kimberly Turner","Pop"
"Matthew Whitney","Hip-Hop"
"Julie Nelson","Electronic"
"Julie Berg","Jazz"
"Kathy Massey","Pop"
"Timothy Martinez","Pop"
"Kirsten Rogers","Electronic"
"Erin Brown","Hip-Hop"
"Leslie Owens","Classical"
"David Bradley","Hip-Hop"
"David Goodwin","Electronic"
"Stacey Davis","Country"
"Natalie Torres","Pop"
"Jeffrey Young","Hip-Hop"
"Kelly Hansen","Electronic"
"Michelle Hoffman","Electronic"
"Craig Mendoza","Hip-Hop"
"John Rollins","Jazz"
"Jonathan Anderson","Pop"
"Amy Phillips","Hip-Hop"
"Molly Cuevas","Electronic"
"Blake Flores","R&B"
"Aimee Davis","Pop"
"Deanna Padilla","Electronic"
"Marco Rocha","Pop"
"Michelle Cunningham","Pop"
"Michael Armstrong","Classical"
"David Aguirre","Pop"
"Antonio Castillo","Hip-Hop"
"Evelyn Conner","Hip-Hop"
"Mary Booker","Electronic"
"Eric Collins","Pop"
"Alan Taylor","Reggae"
"Mark Perry","R&B"
"Hunter Stewart","Pop"
"Heather Griffin","Folk"
"Nicholas Wolf","Hip-Hop"
"Troy Smith","Pop"
"Robert Wallace","Pop"
"Curtis Greene DDS","Classical"
"Jeremy Griffin","Electronic"
"Sylvia West","Hip-Hop"
"Greg Knight","Pop"
"Marc Keller","Electronic"
"Denise Mathis","Country"
"Paul Rios","Electronic"
"Kathleen Johnson","Hip-Hop"
"Robert Gill","Pop"
"Timothy Reilly","Jazz"
"Kathleen Mitchell","Pop"
"Julie Fox","Hip-Hop"
"John Herrera","Hip-Hop"
"Kelly Carr","Folk"
"Charles Morgan","Folk"
"Cory Avila","Electronic"
"Kimberly Warner","Electronic"
"Mary Lucero","Electronic"
"Dennis Reed","Electronic"
"Antonio Lewis","Jazz"
"Justin Cox","Pop"
"Jason Brown","Hip-Hop"
"Wendy Clark","Electronic"
"Ryan Patel","Electronic"
"Kevin Henderson","Pop"
"Patrick Gibson","Hip-Hop"
"Adrian Tran","Jazz"
"Linda Fitzgerald","Hip-Hop"
"Heather Johnson","Hip-Hop"
"Kathleen Jimenez","Hip-Hop"
"Edward Bryan","Pop"
"Amber Chambers","R&B"
"Chelsea Wolfe","Pop"
"Alison Chavez","Classical"
"Edgar Watkins","R&B"
"Richard Owens","R&B"
"Steven Allen","Pop"
"John Burgess","Electronic"
"Glenn Weber","Hip-Hop"
"Craig Scott","Jazz"
"Kenneth Martin","Folk"
"Ralph Carson","Pop"
"Lauren Obrien","Pop"
"Ashley Walsh","Pop"
"Randall White","Pop"
"Stephen Nguyen","Hip-Hop"
"Patricia Gray","Pop"
"Hannah Bailey","Pop"
"Frank Brown","Pop"
"Jason Harris","Electronic"
"Kimberly Pope","Electronic"
"Robert Weaver","Hip-Hop"
"Kaylee Peters","Pop"
"Nicole Patterson","Pop"
"Julie Sanchez","Pop"
"Michael Willis","Electronic"
"Allison Wright","Hip-Hop"
"Mackenzie Taylor","Pop"
"Melissa Johnson","Classical"
"Robert Jones","Pop"
"Patrick Wells","Electronic"
"Tiffany Jordan","Pop"
"Ian Hernandez","Pop"
"Holly Bird","Hip-Hop"
"Joann Allison","Electronic"
"Cynthia Williams","Classical"
"Stephanie Jones","Electronic"
"Samuel Reed","Hip-Hop"
"Kristin Jensen","Electronic"
"Charles Kramer","Electronic"
"Ms. Brianna Ford","Pop"
"Terry Lee","Classical"
"Steven Morrison","Electronic"
"Tina Stephens","Pop"
"Nicole Benson","Reggae"
"Mary Taylor","Pop"
"Mark Finley","Country"
"Anthony Sanchez","Folk"
"Crystal Wright","Hip-Hop"
"James Porter","R&B"
"Stefanie Jones","Hip-Hop"
"Laura Price","Country"
"Richard Pierce","Pop"
"Jonathan Shea","Folk"
"Mark West","Electronic"
"Lori Dunn","Pop"
"David Williams","Hip-Hop"
"Eric Jones","Electronic"
"Steven Davis","Electronic"
"Cynthia Everett","Pop"
"Troy Ward","Electronic"
"Douglas Cruz","Hip-Hop"
"Virginia Rodriguez","Pop"
"Nicole Hall","Hip-Hop"
"Luke Reid","Classical"
"Angelica Nguyen","Electronic"
"Mark Patterson","Electronic"
"Richard Little","Pop"
"Crystal Rivera","Pop"
"Brenda Duffy","Pop"
"Amber Garcia","R&B"
"Amber Parker","Classical"
"Frank Henry","Hip-Hop"
"Dennis Wade","Hip-Hop"
"Jason Taylor","Electronic"
"Dale Perez","Pop"
"David Sparks","Electronic"
"Jared Graves","Pop"
"Joshua Price","Folk"
"Tiffany Harmon","Electronic"
"Heather Wilson","Country"
"Alison Huerta","Hip-Hop"
"Melissa Larson","Jazz"
"Eric Murray","R&B"
"Emily Mcintyre","Hip-Hop"
"Kenneth Williams","Electronic"
"Cynthia Meyer","Folk"
"Dustin Buckley","Reggae"
"Kathryn Davis","Electronic"
"Robin Barnett","Jazz"
"Colin Jacobs","Hip-Hop"
"Derrick Fields","Pop"
"Margaret Walker","Pop"
"Tracy Thompson","Hip-Hop"
"Tyler Lewis","Classical"
"Catherine Pena","Jazz"
"Kelly Smith","Pop"
"Todd Summers","Classical"
"Gregory Kelly","Hip-Hop"
"Lori Gonzalez","Classical"
"Susan Crane","Electronic"
"Tammy Bell","Hip-Hop"
"Tracy Schwartz","Hip-Hop"
"Lindsey Diaz","Electronic"
"Angela Stevens","Pop"
"Trevor Meyer","Pop"
"Jessica Mann","Hip-Hop"
"Megan Rich","Electronic"
"Brian Braun","Pop"
"Sarah Nixon","Electronic"
"Ann Jones","Country"
"Deborah Flores","Folk"
"Michael Long","R&B"
"Emily Allen","Electronic"
"Brittany Clayton","Electronic"
"Stuart Smith","R&B"
"Heather Sullivan","Electronic"
"Jacob Rivera","Pop"
"Leslie Patel","Hip-Hop"
"Brian Ray","Electronic"
"Lisa Murray","Pop"
"Barbara Simpson","Hip-Hop"
"Thomas Mann","R&B"
"Ronald Sanchez","Hip-Hop"
"Brenda Cannon","Hip-Hop"
"Bradley Gomez","Hip-Hop"
"Joseph Lopez","Hip-Hop"
"Jamie Larson","Hip-Hop"
"Charles Graham","Pop"
"Katherine Rodriguez","Electronic"
"Monica Ruiz","Jazz"
"Zachary Evans","Hip-Hop"
"James Moore","Electronic"
"Scott Pierce","Hip-Hop"
"Shelly Aguilar","Hip-Hop"
"Nathan Mccoy","Electronic"
"Gary Morris","Country"
"Nicholas Moore","Pop"
"Troy Martin","Hip-Hop"
"Anna Matthews","Jazz"
"Richard Ross","Hip-Hop"
"Corey Juarez","Electronic"
"Pamela Ibarra","Electronic"
"Thomas Jones","Jazz"
"Stephanie Jensen","R&B"
"Daniel Gray","Pop"
"Alejandro Rhodes","Hip-Hop"
"Alex Oliver","Jazz"
"Katherine Austin","Folk"
"Johnny Walter","Pop"
"Emily Perez","Pop"
"Amanda Blair","Electronic"
"Jennifer Miller","Hip-Hop"
"Courtney Gonzalez","Pop"
"Jennifer Adams","Reggae"
"Cassidy Smith","Pop"
"Michelle Reynolds PhD","Pop"
"Nicole Diaz","Hip-Hop"
"Bryan Richardson","Classical"
"Ruth Nicholson","Electronic"
"Allison Marquez","Pop"
"Robert Hartman","Pop"
"Eugene Singleton","Electronic"
"John Bush","Folk"
"Andrea Martinez","Hip-Hop"
"Larry Glenn","Pop"
"Sabrina Chen","Hip-Hop"
"Charles Thompson","Pop"
"Thomas Taylor","Electronic"
"Mr. Brian Parker III","Jazz"
"Cynthia Rodriguez","Hip-Hop"
"Lisa Stephens","Pop"
"Kelly Phillips","Jazz"
"Ryan Peck","Electronic"
"William Brown","Electronic"
"Calvin Choi","Hip-Hop"
"William Miller","Pop"
"Thomas Davis","Pop"
"Keith Bradley MD","R&B"
"Ryan Wells","Pop"
"Amanda Miller","Classical"
"Veronica Marshall","Electronic"
"Lucas Ferguson","Pop"
"Kylie Saunders","Electronic"
"Shawn Chan","Classical"
"Lonnie Thomas","Pop"
"Theresa Chavez","Hip-Hop"
"Cheryl Roman","Country"
"Angela Hoffman","Hip-Hop"
"Ronald Woodard","Pop"
"Christina Wright","Classical"
"Hannah Dorsey","Jazz"
"Tami Mercado","Classical"
"Justin Combs","Electronic"
"Robert Douglas","Pop"
"Harold Thompson","Pop"
"Kelly Mendoza","Electronic"
"Steven Sullivan","Pop"
"Christine Peters","Electronic"
"Charles Conway","Country"
"Michael Harris","Hip-Hop"
"Amy Gonzalez","Pop"
"Jacob Mitchell","Country"
"Blake Padilla","Pop"
"John Mendoza","Electronic"
"Gregory Benton","Pop"
"Joshua Mcgee","Electronic"
"Samantha Stevens","Folk"
"Gerald Cruz","Pop"
"Anthony Williams","Country"
"Leonard Santiago","Hip-Hop"
"Kevin Smith","Electronic"
"Tom Pace","Hip-Hop"
"Willie Boyer","Pop"
"Luis Reed","Pop"
"Kyle Hensley","Classical"
"Angel Torres","Pop"
