"song_id","duration","popularity","language","label","composer"
"SP26211",250,19,"English","Indie","Mark Wolf"
"SP26212",239,72,"English","Universal Music","Rose Whitney"
"SP26213",190,70,"English","Def Jam","Jordan Moore"
"SP26214",211,32,"English","Indie","Kyle Cook"
"SP26215",212,97,"English","Warner Music","Tammy Velasquez"
"SP26216",158,58,"English","Sony Music","Jesse Horn"
"SP26217",204,28,"English","Sony Music","Jennifer Allen"
"SP26218",227,87,"Spanish","Sony Music","Terry Oneill"
"SP26219",274,76,"English","Warner Music","Deborah Woodward"
"SP26220",191,89,"English","Indie","Adam Marshall"
"SP26221",240,98,"English","Indie","Kyle Duncan"
"SP26222",250,81,"Spanish","Warner Music","Todd Curtis"
"SP26223",148,53,"English","Def Jam","Christopher Jackson"
"SP26224",239,21,"French","Universal Music","Anthony Swanson"
"SP26225",285,33,"English","Indie","Sean Fitzgerald"
"SP26226",287,29,"English","Indie","Joseph Terrell"
"SP26227",220,55,"English","Sony Music","Andrew White"
"SP26228",259,72,"English","Indie","Christopher Perry"
"SP26229",233,23,"English","Sony Music","Anthony Richards"
"SP26230",127,50,"English","Indie","Jimmy Bird"
"SP26231",239,20,"English","Atlantic Records","Heidi Williams"
"SP26232",239,46,"English","Universal Music","Patrick Washington"
"SP26233",226,10,"Korean","Indie","Danielle Knight"
"SP26234",239,96,"English","Indie","Sarah Mendoza"
"SP26235",252,58,"English","Universal Music","Joseph Henry"
"SP26236",217,47,"English","Sony Music","Cory Davis"
"SP26237",306,14,"French","Sony Music","Beverly Price"
"SP26238",180,85,"English","Indie","John Brown"
"SP26239",207,53,"English","Def Jam","Kenneth Middleton"
"SP26240",193,1,"English","Indie","Erin Rose"
"SP26241",239,14,"Korean","Atlantic Records","Sharon Ayala"
"SP26242",213,72,"French","Warner Music","Richard Mitchell"
"SP26243",239,65,"English","Universal Music","Karen Griffin"
"SP26244",236,50,"English","Atlantic Records","Sabrina Lucas"
"SP26245",165,95,"English","Warner Music","Olivia Stephens"
"SP26246",56,26,"English","Indie","Michael Craig"
"SP26247",230,53,"Italian","Atlantic Records","Bryan Fleming"
"SP26248",241,74,"English","Atlantic Records","Kathy Brown"
"SP26249",270,52,"Italian","Universal Music","Samantha Norris"
"SP26250",159,50,"English","Sony Music","Diane Hall"
"SP26251",248,23,"English","Indie","Victoria Castro"
"SP26252",171,62,"Spanish","Atlantic Records","Jonathan Vincent"
"SP26253",222,20,"English","Universal Music","Tami Baker"
"SP26254",313,39,"English","Atlantic Records","David Harris"
"SP26255",190,81,"English","Sony Music","Tanner Kaiser"
"SP26256",203,48,"English","Warner Music","Kimberly Stone"
"SP26257",350,2,"English","Indie","Matthew Avery"
"SP26258",225,85,"English","Atlantic Records","Mary Reid"
"SP26259",260,47,"English","Universal Music","Peter Johnson"
"SP26260",234,7,"Japanese","Def Jam","Madison Edwards"
"SP26261",292,32,"Spanish","Atlantic Records","Daniel Warren"
"SP26262",294,98,"French","Universal Music","Diana Wilson"
"SP26263",237,47,"English","Atlantic Records","Melissa Nguyen"
"SP26264",310,16,"English","Indie","Gary Cooley"
"SP26265",264,82,"Spanish","Indie","Devin Beasley"
"SP26266",251,37,"English","Universal Music","Kathleen Wilson"
"SP26267",272,26,"German","Warner Music","William Rice"
"SP26268",173,39,"French","Def Jam","Heather Floyd"
"SP26269",268,55,"German","Universal Music","Michelle Flores"
"SP26270",224,15,"English","Def Jam","Corey Suarez"
"SP26271",239,75,"Italian","Atlantic Records","Dorothy Mitchell"
"SP26272",269,83,"English","Warner Music","Madison Gray"
"SP26273",239,23,"Italian","Indie","Stacey Gonzalez"
"SP26274",179,48,"French","Warner Music","Christy Johnson"
"SP26275",144,53,"English","Sony Music","Charles Brown"
"SP26276",357,39,"Spanish","Warner Music","Raymond Kaufman DDS"
"SP26277",183,65,"English","Sony Music","Eric Willis"
"SP26278",233,59,"English","Def Jam","Jamie Roach"
"SP26279",263,31,"English","Warner Music","Wendy Bennett"
"SP26280",256,43,"English","Sony Music","Thomas Le"
"SP26281",239,79,"French","Def Jam","Brandon Vang"
"SP26282",142,51,"English","Atlantic Records","David White"
"SP26283",318,95,"English","Atlantic Records","Carrie Hebert"
"SP26284",250,3,"French","Warner Music","David Peterson"
"SP26285",296,63,"English","Atlantic Records","Julie Wallace"
"SP26286",271,3,"English","Atlantic Records","Anthony Cervantes"
"SP26287",212,76,"English","Sony Music","Renee Durham"
"SP26288",302,51,"English","Sony Music","Hunter Dyer"
"SP26289",215,31,"Spanish","Def Jam","Christine Tucker"
"SP26290",235,24,"Spanish","Warner Music","Jeffrey Parker"
"SP26291",234,20,"Korean","Atlantic Records","Christian Acosta"
"SP26292",293,48,"English","Sony Music","Timothy Lopez"
"SP26293",274,53,"Italian","Warner Music","Brandon Moore"
"SP26294",165,16,"English","Sony Music","Matthew Olson"
"SP26295",242,43,"Spanish","Sony Music","Jessica Martinez"
"SP26296",239,23,"English","Def Jam","Mary Little"
"SP26297",171,56,"English","Sony Music","Jennifer Buckley"
"SP26298",239,91,"English","Indie","Brandon Carlson"
"SP26299",237,54,"English","Universal Music","Elizabeth Shaw"
"SP26300",228,93,"English","Warner Music","Jacob Everett"
"SP26301",208,47,"English","Warner Music","Stephen Martin"
"SP26302",180,3,"English","Warner Music","Stephanie Palmer"
"SP26303",228,88,"English","Sony Music","Melissa Johnson"
"SP26304",251,89,"English","Def Jam","Travis Diaz"
"SP26305",239,28,"English","Indie","Levi Mitchell"
"SP26306",217,56,"English","Warner Music","Laura Ward"
"SP26307",269,58,"English","Def Jam","Stephanie Davenport"
"SP26308",234,17,"English","Warner Music","Michael Frederick"
"SP26309",284,76,"Italian","Universal Music","Sarah Stein"
"SP26310",239,66,"Spanish","Indie","Anita Harris"
"SP26311",263,54,"Korean","Warner Music","Juan Hart"
"SP26312",264,81,"Korean","Universal Music","Jennifer Simpson"
"SP26313",205,74,"English","Universal Music","Charlotte Knox"
"SP26314",231,97,"English","Universal Music","Michael Douglas"
"SP26315",351,39,"English","Universal Music","Deborah Luna"
"SP26316",248,50,"Italian","Warner Music","Brandon Turner"
"SP26317",205,39,"English","Atlantic Records","Rachel Quinn"
"SP26318",256,42,"English","Universal Music","Mrs. Kim Martinez"
"SP26319",309,36,"French","Universal Music","Brandy Santiago"
"SP26320",204,79,"English","Warner Music","William Adams"
"SP26321",253,78,"French","Warner Music","Sharon Quinn"
"SP26322",248,56,"English","Sony Music","Deanna Hall"
"SP26323",299,65,"English","Atlantic Records","Shawn Lee"
"SP26324",213,82,"English","Sony Music","Paul Coleman"
"SP26325",326,59,"English","Indie","Jessica Crawford"
"SP26326",313,80,"English","Sony Music","Francis Lawson"
"SP26327",228,89,"French","Universal Music","Christopher Hicks"
"SP26328",255,92,"English","Warner Music","Mary Tate"
"SP26329",269,89,"English","Atlantic Records","Luke Ortiz"
"SP26330",263,90,"French","Warner Music","James Ramsey"
"SP26331",239,91,"English","Indie","Cody Boyle"
"SP26332",214,75,"English","Universal Music","Heather Garcia"
"SP26333",197,93,"English","Universal Music","Stephanie Gardner"
"SP26334",338,69,"Italian","Atlantic Records","Joe Bradford"
"SP26335",156,54,"German","Sony Music","Albert Allen"
"SP26336",177,29,"Korean","Warner Music","Robert Carter"
"SP26337",244,62,"Spanish","Indie","Vanessa Bowers"
"SP26338",309,63,"English","Universal Music","Daniel Chavez"
"SP26339",275,19,"English","Indie","Justin Bird"
"SP26340",205,59,"Spanish","Sony Music","Rachel Stark"
"SP26341",171,84,"German","Indie","Tyler Pratt"
"SP26342",286,4,"Korean","Atlantic Records","Mrs. Diana Frazier"
"SP26343",84,26,"English","Def Jam","Tammy Patel"
"SP26344",207,62,"English","Warner Music","Nancy Coleman"
"SP26345",152,62,"Korean","Atlantic Records","Amy Thomas"
"SP26346",200,97,"English","Universal Music","Bryan Nixon"
"SP26347",323,9,"English","Warner Music","Mr. Tyler Coleman"
"SP26348",205,93,"English","Def Jam","Samantha Meyer"
"SP26349",184,72,"Italian","Universal Music","Lisa Rivera"
"SP26350",239,87,"English","Def Jam","Kayla Gomez"
"SP26351",305,86,"English","Sony Music","Johnny Lucas"
"SP26352",220,8,"English","Sony Music","Brittany Thomas"
"SP26353",189,53,"Japanese","Atlantic Records","David Campbell"
"SP26354",281,19,"English","Indie","Parker Brown"
"SP26355",288,31,"Japanese","Universal Music","John Reese"
"SP26356",239,49,"English","Warner Music","Justin White"
"SP26357",283,44,"Spanish","Def Jam","Caroline Fuller"
"SP26358",229,37,"English","Universal Music","Alexandra Adams"
"SP26359",220,98,"English","Def Jam","Lisa Bell"
"SP26360",289,34,"English","Sony Music","Michael Boyd"
"SP26361",187,31,"English","Warner Music","Kristie Robinson"
"SP26362",244,61,"English","Def Jam","Christine Bartlett"
"SP26363",231,44,"English","Warner Music","Cory Young"
"SP26364",237,37,"English","Indie","John Green"
"SP26365",197,10,"Italian","Warner Music","Kimberly Barr"
"SP26366",239,81,"English","Atlantic Records","Tina Salazar"
"SP26367",336,19,"English","Warner Music","Jessica Maxwell"
"SP26368",231,8,"English","Warner Music","Jennifer Stephens"
"SP26369",281,63,"Italian","Def Jam","Colleen Thompson"
"SP26370",255,89,"English","Indie","Kristin Rodriguez"
"SP26371",248,1,"English","Indie","Jose Gonzalez"
"SP26372",209,9,"English","Warner Music","Victoria Hood"
"SP26373",185,97,"English","Warner Music","Christopher Dudley"
"SP26374",244,41,"English","Atlantic Records","Adam Bauer"
"SP26375",186,78,"Korean","Indie","Christopher Morris"
"SP26376",258,50,"English","Universal Music","Heather Willis"
"SP26377",156,84,"English","Warner Music","Hector Paul"
"SP26378",272,66,"English","Universal Music","Christopher Gutierrez"
"SP26379",264,96,"German","Universal Music","Annette Charles"
"SP26380",180,70,"English","Def Jam","Sean Richards"
"SP26381",287,2,"English","Universal Music","Daniel Mccann"
"SP26382",302,60,"English","Atlantic Records","Tasha Martin"
"SP26383",219,70,"English","Indie","Natalie Johnson"
"SP26384",213,28,"English","Def Jam","Johnny Jones"
"SP26385",154,45,"Korean","Universal Music","Lisa Holloway"
"SP26386",197,50,"English","Atlantic Records","Marie Cain"
"SP26387",239,81,"Italian","Warner Music","Melanie Evans"
"SP26388",220,18,"English","Def Jam","Heather Santiago"
"SP26389",170,12,"English","Warner Music","Robert Zamora"
"SP26390",233,6,"English","Def Jam","Robert Herring"
"SP26391",191,67,"English","Warner Music","Adrienne Alvarado"
"SP26392",256,7,"English","Warner Music","Brittney Santos"
"SP26393",175,18,"English","Def Jam","Glen Johnson"
"SP26394",267,99,"English","Sony Music","Kyle Ibarra"
"SP26395",157,18,"English","Warner Music","Lisa Garcia"
"SP26396",248,87,"English","Sony Music","Amanda Walker"
"SP26397",246,3,"English","Indie","Karen Beard"
"SP26398",197,52,"English","Atlantic Records","Glenn Hopkins"
"SP26399",315,17,"English","Sony Music","Stephanie Johnson"
"SP26400",240,87,"English","Universal Music","Adam Wright"
"SP26401",276,30,"English","Warner Music","Erica Burton"
"SP26402",266,75,"English","Sony Music","George Lutz"
"SP26403",241,8,"English","Warner Music","Danielle Ali"
"SP26404",191,54,"English","Sony Music","James Reynolds"
"SP26405",273,75,"English","Atlantic Records","Kristen Townsend"
"SP26406",239,66,"Spanish","Atlantic Records","Sarah Jackson"
"SP26407",272,22,"English","Universal Music","Gabriel Sullivan"
"SP26408",148,81,"Italian","Def Jam","Tabitha Lyons"
"SP26409",247,78,"English","Sony Music","Tiffany Johnson"
"SP26410",275,3,"English","Sony Music","Richard Scott"
"SP26411",332,31,"Korean","Atlantic Records","Steven Hayes"
"SP26412",203,98,"English","Indie","Richard Smith"
"SP26413",314,71,"English","Warner Music","Jennifer Flores"
"SP26414",139,40,"English","Indie","David Franco"
"SP26415",215,26,"English","Def Jam","Mackenzie Holden"
"SP26416",207,10,"English","Sony Music","Dr. Kaitlyn Wagner"
"SP26417",277,4,"English","Sony Music","Paula Johnson"
"SP26418",210,70,"English","Warner Music","Suzanne Esparza"
"SP26419",230,33,"English","Warner Music","Amy Rubio"
"SP26420",294,82,"English","Def Jam","Patricia Garcia"
"SP26421",239,81,"English","Def Jam","Melissa Phillips"
"SP26422",255,32,"English","Atlantic Records","Nancy Navarro"
"SP26423",276,46,"Japanese","Indie","Lisa Sanchez"
"SP26424",296,49,"English","Warner Music","Julie Kelly"
"SP26425",208,48,"English","Sony Music","Jack Riley"
"SP26426",239,22,"Spanish","Def Jam","Ryan Torres"
"SP26427",298,97,"Spanish","Warner Music","John Rivera"
"SP26428",146,99,"English","Universal Music","Molly Carson"
"SP26429",220,13,"English","Sony Music","Danielle Sanders"
"SP26430",258,22,"French","Universal Music","Mr. Michael Green"
"SP26431",279,44,"English","Def Jam","Sherry Levine"
"SP26432",239,27,"Japanese","Warner Music","Cory Holland"
"SP26433",283,96,"English","Atlantic Records","Henry Smith"
"SP26434",254,94,"English","Sony Music","Brian Ortega"
"SP26435",361,84,"English","Def Jam","Steve Simpson"
"SP26436",289,43,"English","Def Jam","John Parker"
"SP26437",189,11,"English","Def Jam","Jeffrey Diaz"
"SP26438",163,24,"English","Indie","William Sandoval"
"SP26439",239,16,"English","Sony Music","Nicholas Evans DVM"
"SP26440",196,10,"English","Indie","Eugene Moran"
"SP26441",158,7,"English","Warner Music","Tanya Welch"
"SP26442",224,28,"Japanese","Def Jam","Dana Howard"
"SP26443",293,18,"English","Sony Music","Zachary Burgess"
"SP26444",271,77,"English","Universal Music","Justin Hill"
"SP26445",258,14,"English","Indie","Jordan Hebert"
"SP26446",247,96,"English","Universal Music","Christopher Jones"
"SP26447",183,63,"English","Sony Music","Marie Torres"
"SP26448",239,3,"French","Indie","Tara Robinson"
"SP26449",211,14,"Spanish","Atlantic Records","Catherine Todd"
"SP26450",156,77,"English","Indie","Jennifer Price"
"SP26451",235,93,"English","Universal Music","Melissa Nash"
"SP26452",239,95,"Spanish","Universal Music","Patrick Hebert"
"SP26453",369,77,"Japanese","Sony Music","Jesse Moore"
"SP26454",258,61,"English","Def Jam","Jamie Thomas"
"SP26455",232,100,"Italian","Indie","Casey Brown"
"SP26456",322,99,"English","Def Jam","Kenneth Green"
"SP26457",247,90,"English","Warner Music","Casey Robles"
"SP26458",239,37,"English","Universal Music","Pamela Davis"
"SP26459",281,89,"Korean","Sony Music","Michael Lindsey"
"SP26460",225,78,"English","Atlantic Records","Richard Mcintyre"
"SP26461",291,3,"English","Indie","Yolanda James"
"SP26462",189,53,"English","Def Jam","Michelle Medina"
"SP26463",273,20,"Spanish","Universal Music","Duane Reed"
"SP26464",212,28,"English","Sony Music","Edgar Simpson"
"SP26465",239,79,"English","Indie","John Bates"
"SP26466",186,82,"English","Indie","Rebecca Smith"
"SP26467",234,91,"English","Warner Music","Timothy Lee"
"SP26468",227,89,"English","Def Jam","Jesse Morales"
"SP26469",141,26,"English","Def Jam","Jaime Edwards"
"SP26470",175,92,"English","Indie","Nicolas Armstrong"
"SP26471",224,37,"French","Universal Music","Suzanne Webster"
"SP26472",236,98,"English","Sony Music","Melissa Alvarez"
"SP26473",247,33,"English","Def Jam","Mary Cobb"
"SP26474",326,25,"Spanish","Warner Music","Jessica Norris"
"SP26475",274,70,"English","Sony Music","Juan Sullivan"
"SP26476",327,80,"English","Warner Music","Daniel Thomas"
"SP26477",242,47,"English","Universal Music","Joe Taylor"
"SP26478",198,17,"Japanese","Indie","Makayla Wyatt"
"SP26479",166,100,"French","Atlantic Records","Carmen Ross"
"SP26480",331,42,"Spanish","Atlantic Records","Stephanie Smith"
"SP26481",264,56,"English","Def Jam","Mason Dunn"
"SP26482",147,100,"English","Indie","Chelsea Miller"
"SP26483",239,83,"English","Indie","Tyler Hill"
"SP26484",254,67,"English","Def Jam","Mr. Michael Smith DDS"
"SP26485",202,36,"English","Indie","Corey King"
"SP26486",215,93,"English","Universal Music","Oscar White"
"SP26487",192,72,"German","Atlantic Records","Melanie Craig"
"SP26488",144,97,"English","Indie","Linda Dodson"
"SP26489",322,3,"English","Sony Music","Mike Kaufman"
"SP26490",239,59,"English","Sony Music","Christopher Allen"
"SP26491",197,18,"Spanish","Sony Music","Steven Torres"
"SP26492",301,50,"Korean","Universal Music","Deanna Little"
"SP26493",239,90,"English","Sony Music","Lori Munoz"
"SP26494",222,9,"English","Indie","Bryan Love"
"SP26495",356,71,"English","Atlantic Records","Ana Vega"
"SP26496",208,25,"French","Atlantic Records","Hailey Rojas"
"SP26497",242,90,"French","Indie","Catherine Calderon"
"SP26498",293,69,"English","Warner Music","Xavier Robbins"
"SP26499",265,87,"English","Warner Music","Dana Mason"
"SP26500",233,24,"English","Indie","Brenda Andrade"
"SP26501",238,85,"English","Warner Music","David Mann"
"SP26502",248,25,"English","Warner Music","Deborah Chan"
"SP26503",245,15,"English","Warner Music","Darlene Mason"
"SP26504",225,57,"English","Indie","Craig Frye"
"SP26505",170,7,"Korean","Indie","Justin May"
"SP26506",257,22,"English","Sony Music","Nathan Santiago"
"SP26507",197,49,"English","Sony Music","Oscar Blake"
"SP26508",287,74,"English","Atlantic Records","Cheryl Nixon"
"SP26509",266,8,"Spanish","Universal Music","Daniel Evans"
"SP26510",220,78,"English","Warner Music","Marc Holder"
"SP26511",217,65,"English","Def Jam","Edgar Grant"
"SP26512",218,76,"English","Atlantic Records","Lindsey Horton"
"SP26513",293,61,"English","Indie","Michelle Silva"
"SP26514",193,16,"English","Def Jam","Bianca Camacho"
"SP26515",314,32,"English","Def Jam","Michelle Ramirez"
"SP26516",205,90,"English","Universal Music","Kevin Nelson"
"SP26517",213,72,"English","Indie","Tara Reynolds"
"SP26518",285,86,"German","Sony Music","Danielle Smith"
"SP26519",280,95,"Italian","Sony Music","Cody Russell"
"SP26520",209,54,"Japanese","Atlantic Records","Sydney White"
"SP26521",234,70,"English","Universal Music","Nathan Norris"
"SP26522",210,9,"English","Indie","Regina Brown"
"SP26523",192,45,"French","Atlantic Records","Howard Rivera"
"SP26524",239,51,"English","Sony Music","Danielle Murphy"
"SP26525",248,96,"English","Warner Music","Belinda Reynolds"
"SP26526",172,7,"French","Atlantic Records","Bruce Shaw"
"SP26527",239,93,"English","Indie","Nicole Thomas"
"SP26528",129,17,"English","Universal Music","Leslie Sharp"
"SP26529",219,23,"German","Warner Music","Joshua Taylor"
"SP26530",289,38,"French","Def Jam","James Guzman"
"SP26531",222,16,"English","Def Jam","Brad Dennis"
"SP26532",232,81,"English","Universal Music","Jacqueline Reed"
"SP26533",247,3,"Spanish","Warner Music","Theresa Foster"
"SP26534",204,78,"English","Warner Music","Stacey Davis DVM"
"SP26535",241,59,"English","Indie","Steven Randall"
"SP26536",239,32,"Spanish","Def Jam","Marvin Perry"
"SP26537",275,26,"English","Indie","Jesse Jones"
"SP26538",232,86,"English","Indie","Glen Wright"
"SP26539",285,5,"English","Universal Music","Timothy Davis"
"SP26540",297,60,"English","Def Jam","Carl Gutierrez"
"SP26541",161,4,"English","Indie","Kiara Yu"
"SP26542",239,30,"English","Sony Music","Sean Garcia"
"SP26543",172,88,"English","Def Jam","Alex Hall"
"SP26544",267,10,"Italian","Def Jam","Michael Reynolds"
"SP26545",153,25,"English","Def Jam","Holly Matthews"
"SP26546",251,43,"English","Universal Music","Taylor Richard"
"SP26547",304,46,"Spanish","Atlantic Records","Jeffrey Anderson"
"SP26548",236,58,"English","Indie","Robert Flowers"
"SP26549",276,32,"English","Universal Music","Christopher Woods"
"SP26550",207,78,"Spanish","Sony Music","Teresa Woods"
"SP26551",192,91,"English","Indie","Adam Johnson"
"SP26552",321,85,"English","Sony Music","Amy Cohen"
"SP26553",222,40,"English","Warner Music","Sheila Norton"
"SP26554",213,47,"French","Indie","Dustin Brooks"
"SP26555",291,95,"Spanish","Warner Music","Jessica Daniels"
"SP26556",223,89,"Italian","Universal Music","Stacey Stewart"
"SP26557",252,89,"Korean","Warner Music","Luis Austin"
"SP26558",227,41,"English","Universal Music","Jeremy Benitez"
"SP26559",239,85,"English","Indie","Sarah Aguilar"
"SP26560",291,3,"English","Atlantic Records","Dale Serrano"
"SP26561",283,10,"English","Universal Music","Jesse Williams"
"SP26562",222,77,"English","Universal Music","Melissa Smith"
"SP26563",188,47,"English","Sony Music","Monica Bean"
"SP26564",214,9,"English","Def Jam","Sherry Williams"
"SP26565",222,95,"Italian","Universal Music","Corey Collier"
"SP26566",123,12,"Italian","Def Jam","Brittany Hall"
"SP26567",270,18,"Spanish","Atlantic Records","Vicki Cortez"
"SP26568",254,19,"English","Atlantic Records","Misty Brown"
"SP26569",145,59,"English","Sony Music","Aaron Jones"
"SP26570",239,83,"English","Indie","Lindsay Wright"
"SP26571",303,53,"Spanish","Universal Music","Holly Cervantes"
"SP26572",193,58,"English","Warner Music","Mr. Donald Jones"
"SP26573",222,20,"English","Atlantic Records","Leslie Bowers MD"
"SP26574",158,78,"Japanese","Warner Music","Misty Villarreal"
"SP26575",127,86,"English","Indie","Deborah Patterson DDS"
"SP26576",200,95,"English","Indie","Sean Carter"
"SP26577",188,14,"English","Universal Music","Charles Richardson"
"SP26578",298,49,"Korean","Def Jam","Joshua Shields"
"SP26579",172,89,"English","Universal Music","Christina Mckee"
"SP26580",291,87,"Japanese","Indie","Douglas Mclean"
"SP26581",205,10,"English","Atlantic Records","Daniel Williams"
"SP26582",259,43,"English","Warner Music","Thomas Williams"
"SP26583",214,64,"English","Warner Music","Ian Allen"
"SP26584",233,22,"French","Atlantic Records","Leslie Shah"
"SP26585",222,44,"Japanese","Def Jam","Ruben Adams"
"SP26586",265,27,"French","Universal Music","Dawn Flynn"
"SP26587",236,33,"French","Def Jam","Brandy Carpenter"
"SP26588",229,47,"English","Def Jam","Stacy Burke"
"SP26589",214,56,"English","Warner Music","Gabriel Burns"
"SP26590",298,39,"English","Universal Music","Donna Gould"
"SP26591",224,94,"English","Atlantic Records","Jasmine Thompson"
"SP26592",151,16,"English","Warner Music","Ann Burns"
"SP26593",266,94,"English","Atlantic Records","Devon Williamson"
"SP26594",262,84,"Spanish","Sony Music","Katrina Palmer"
"SP26595",189,75,"German","Warner Music","John Walton"
"SP26596",248,88,"English","Atlantic Records","Phillip Cline"
"SP26597",268,17,"English","Indie","Crystal French"
"SP26598",250,24,"Italian","Indie","Jenna Torres"
"SP26599",271,81,"Spanish","Sony Music","Ruben Berg"
"SP26600",283,25,"English","Def Jam","Spencer Farmer"
"SP26601",218,37,"English","Def Jam","Tiffany Wood"
"SP26602",301,99,"English","Atlantic Records","Gerald Lopez"
"SP26603",239,42,"Korean","Indie","Claudia Avila"
"SP26604",290,82,"English","Def Jam","Mr. Adrian Howe"
"SP26605",196,53,"Spanish","Warner Music","Anthony Patel"
"SP26606",207,77,"English","Warner Music","Richard Pierce"
"SP26607",215,99,"English","Def Jam","Erin Rich"
"SP26608",200,75,"Korean","Atlantic Records","Johnathan Mcdaniel"
"SP26609",278,97,"English","Universal Music","Dwayne Mora"
"SP26610",192,6,"Italian","Atlantic Records","Emily Barton"
"SP26611",227,42,"Italian","Warner Music","Andrea Murray"
"SP26612",190,40,"English","Atlantic Records","Anthony Vincent"
"SP26613",296,56,"German","Def Jam","Emma Lopez"
"SP26614",202,29,"English","Def Jam","Susan Durham"
"SP26615",154,14,"English","Warner Music","Shawn Bell"
"SP26616",311,51,"English","Indie","Shawna Horn"
"SP26617",278,82,"English","Indie","Heather Moore"
"SP26618",227,63,"English","Warner Music","Mary Richardson"
"SP26619",215,8,"English","Warner Music","Jeremiah Powers"
"SP26620",180,96,"English","Indie","Amy Bartlett"
"SP26621",191,91,"English","Indie","Joseph Fernandez"
"SP26622",239,28,"English","Def Jam","Bryan Garcia"
"SP26623",245,87,"Italian","Atlantic Records","Connie Johnson"
"SP26624",239,24,"German","Warner Music","Lisa Wagner"
"SP26625",168,30,"English","Indie","Laura Powell"
"SP26626",242,79,"Spanish","Warner Music","Rachel Contreras"
"SP26627",215,54,"Spanish","Def Jam","Michael Brown"
"SP26628",188,84,"English","Def Jam","Alejandro Mendoza"
"SP26629",239,1,"English","Universal Music","Bobby Mitchell"
"SP26630",266,99,"Japanese","Warner Music","David Walsh"
"SP26631",197,22,"English","Universal Music","Joe Williams"
"SP26632",207,92,"English","Atlantic Records","Joshua Evans"
"SP26633",293,45,"English","Universal Music","Erica Dennis MD"
"SP26634",247,37,"English","Indie","Harold Gallegos"
"SP26635",289,17,"Spanish","Warner Music","Dr. Alex Gibson"
"SP26636",264,37,"English","Def Jam","Jordan Terry"
"SP26637",302,21,"English","Atlantic Records","Matthew Stevens"
"SP26638",176,3,"English","Def Jam","Brenda Williams"
"SP26639",239,56,"Italian","Sony Music","Terry Brown"
"SP26640",222,41,"Japanese","Def Jam","Katherine Allen"
"SP26641",273,41,"Italian","Def Jam","Kimberly Silva"
"SP26642",180,32,"English","Universal Music","James Santos"
"SP26643",277,82,"English","Atlantic Records","Alexandra Morrison"
"SP26644",239,100,"English","Def Jam","Mrs. Angela Perry"
"SP26645",242,25,"English","Sony Music","Rachel James"
"SP26646",269,53,"Korean","Warner Music","Brooke Meyer"
"SP26647",278,7,"Korean","Def Jam","Julia Delacruz"
"SP26648",260,100,"Korean","Sony Music","Sarah Cross"
"SP26649",252,48,"English","Warner Music","Robert Gonzalez"
"SP26650",259,47,"English","Indie","Kaylee Edwards"
"SP26651",188,67,"English","Def Jam","Christina Mcmahon"
"SP26652",196,38,"French","Sony Music","Jason Blankenship"
"SP26653",187,72,"English","Atlantic Records","Sean Stewart"
"SP26654",165,97,"English","Indie","John Hammond"
"SP26655",252,49,"English","Indie","Sierra Alexander"
"SP26656",286,39,"English","Warner Music","Antonio Harrison"
"SP26657",311,95,"English","Sony Music","Michael Watson"
"SP26658",300,63,"English","Indie","Rachel Ramirez"
"SP26659",262,98,"English","Warner Music","Leslie Malone"
"SP26660",283,17,"English","Atlantic Records","Allison Walker"
"SP26661",266,16,"Spanish","Sony Music","Thomas Costa"
"SP26662",257,55,"English","Sony Music","Anthony Graham"
"SP26663",162,72,"English","Sony Music","Joann Hansen"
"SP26664",245,71,"Japanese","Indie","Terrence Ramos"
"SP26665",261,23,"English","Def Jam","Michele Atkins"
"SP26666",305,24,"French","Universal Music","James Ward"
"SP26667",211,88,"English","Def Jam","Megan Jones"
"SP26668",251,54,"English","Universal Music","Crystal Allen"
"SP26669",186,12,"Spanish","Def Jam","Amy Mendoza"
"SP26670",248,85,"Japanese","Sony Music","Jennifer Kelly"
"SP26671",248,3,"English","Sony Music","Ann Bell"
"SP26672",187,87,"English","Def Jam","Derrick Moore"
"SP26673",168,7,"Spanish","Atlantic Records","Virginia Decker"
"SP26674",204,41,"Spanish","Def Jam","Samuel Hill"
"SP26675",239,23,"French","Indie","Tamara Price"
"SP26676",148,36,"English","Def Jam","Brandon Fowler"
"SP26677",191,94,"English","Def Jam","Julian Cole"
"SP26678",301,67,"English","Indie","Kevin Wilson"
"SP26679",239,24,"Korean","Def Jam","Mr. Matthew Golden Jr."
"SP26680",176,85,"English","Def Jam","Kevin Brooks"
"SP26681",245,85,"English","Indie","Megan Gonzales"
"SP26682",380,63,"English","Atlantic Records","Danielle Cuevas"
"SP26683",225,85,"Spanish","Universal Music","Kevin Blake"
"SP26684",239,59,"English","Sony Music","Arthur Smith"
"SP26685",208,50,"English","Warner Music","Cheryl Davis"
"SP26686",243,72,"English","Def Jam","Amanda Medina"
"SP26687",240,22,"English","Indie","Patricia Terry"
"SP26688",183,18,"English","Sony Music","Thomas Foster"
"SP26689",243,13,"Spanish","Sony Music","Christine Moss"
"SP26690",267,98,"English","Def Jam","Vanessa Best"
"SP26691",199,73,"English","Warner Music","Timothy Smith"
"SP26692",239,59,"English","Universal Music","Johnny Elliott"
"SP26693",239,34,"English","Indie","Devin Browning"
"SP26694",174,42,"English","Warner Music","Jeffrey Harvey"
"SP26695",248,41,"Italian","Def Jam","Mrs. Michele Cooper"
